Temp,Ph,N,P,K
27.57209998,8.907956175,64.85152745,11.39518509,26.90186163
27.55653554,7.054918058,59.78545488,11.61870266,25.88742637
24.88775292,5.906674398,56.76412244,12.30744438,27.1746971
23.13727226,5.941831721,69.93163854,14.81740867,27.52260811
34.87182226,7.906384472,59.78972747,13.59679037,26.02347789
23.07553331,9.02867214,67.12454604,12.21979522,22.36821497
21.17252113,5.688589129,69.41770684,11.80083712,23.3458449
31.46839808,8.656773583,54.55763421,11.70525315,24.70983917
28.18689535,8.074617756,58.34315012,15.0547206,27.72824183
26.62474441,7.606997894,53.57982116,12.80098972,24.33995483
29.79210791,8.143009735,65.46311838,11.23111759,23.51394086
21.55125584,6.909619434,54.91286966,13.77489639,25.93741569
26.87481307,9.413892026,67.62260811,12.11566607,24.91052889
22.44309824,7.956373791,67.24234748,14.75368603,24.0231727
30.6019776,7.010696738,62.35694449,13.12997925,27.30086062
26.60554827,7.509903256,63.44157231,11.31608112,22.48522294
21.43711661,7.152012696,65.85436567,14.25574602,22.28636433
32.05777154,6.676152837,56.76412244,14.61330088,26.59734794
22.41145054,9.392330699,54.15051729,15.00186254,24.18650777
21.52012696,5.206823939,67.95892209,12.48139988,27.85898312
28.74306467,7.138279366,69.67528306,13.01913602,24.50786767
35.75380718,9.178640095,61.96874905,11.74004425,23.60622883
31.20691549,8.924710837,62.16650899,14.78359416,26.04307077
36.32346568,5.223166601,52.12652974,13.40720939,25.93283792
34.25287637,6.054857021,55.22232734,12.15497391,24.47673879
29.01025422,8.614062929,63.08938871,12.4131605,25.76474197
36.45731986,6.813211463,69.7747734,15.06192297,23.46266976
22.38239692,5.719763787,63.61674856,12.06219764,27.71817072
30.04113895,6.337351604,56.13055818,14.57155156,25.79587085
29.57005524,9.174520096,59.27030244,11.4637907,23.35646535
28.53968932,7.737601856,69.39878536,14.67323923,27.31679128
22.25009919,6.142612995,65.59801019,11.94695975,22.43633229
25.88698996,7.443021943,51.57353435,11.73796899,22.29478744
29.28522599,7.849665822,56.94479202,14.57265023,27.4081637
27.82164983,5.39332255,59.87029633,14.31153386,23.98105716
29.55604724,6.15868099,57.16940825,11.77019654,25.59225135
21.22180853,7.358561968,67.46696371,11.15494339,22.56597491
29.40818506,8.46642964,58.72829371,14.35645711,23.82870876
23.41380047,6.188756981,62.26355785,12.76949461,23.66812037
21.85476241,7.130451369,58.36268197,11.22660085,27.7260445
36.20673238,5.488219855,63.96160772,11.52177587,24.45110324
34.47648549,9.087313456,53.43516343,11.36820673,23.70217902
36.14758751,6.858394116,52.32734153,12.43635456,24.30223395
28.83748894,7.833872494,65.33921323,13.00131321,22.54070559
36.72917875,9.312402722,52.34870449,13.22251137,27.41365703
24.44624165,5.098742637,57.86461989,13.13718162,23.91788385
25.78530229,6.013794366,57.6473281,14.68031953,22.37407453
21.80651265,6.37264626,51.40690329,11.12564562,26.08683432
21.59743034,8.955885495,54.50819422,13.75866054,23.73587146
35.24018067,7.565797906,50.9582812,14.37196051,25.32985321
34.0168157,5.891979736,57.65587329,11.73613788,25.21449324
30.82869961,8.992690817,59.48759423,13.81005371,25.69149754
21.71416364,7.559755242,68.01690725,11.75103092,26.47887509
27.35471664,6.679448836,50.97293008,11.45353648,24.63128452
28.25330363,7.821512497,54.62416456,11.72869137,22.12266305
20.46382031,8.247520371,61.64586322,14.87771325,22.32262032
24.50331126,8.595248268,50.04638813,13.13828028,27.138258
29.68938261,5.880855739,56.2837611,14.34205237,25.12971282
24.76738792,7.169179357,53.75011444,11.4520716,24.78802759
32.48631245,7.720847194,51.32145146,13.9252916,27.07581713
32.38825648,7.509765923,63.1797235,11.1943733,24.9405591
34.25495163,6.982406079,60.44404431,13.02194372,24.61333964
24.19357891,9.283837397,60.47578356,13.53172491,26.44243599
24.48930326,6.257148961,63.877987,11.33561296,25.46498917
30.58330027,5.846934416,56.25812555,13.9920661,26.71179235
26.91216773,8.87060152,62.13110752,13.61290414,25.49447005
31.93688772,9.202810755,53.15561388,14.59572222,26.17985473
31.79888302,5.404721213,51.09500412,14.26600024,22.21513413
21.99328593,5.231681265,63.40311899,14.93679708,27.25728019
20.80053102,8.114444411,60.59480575,13.26804498,25.41774651
36.50868252,6.13698233,59.20316172,13.07724326,27.88223823
30.58485672,7.022507401,65.23789178,11.73809107,24.23429975
23.49784845,8.358897671,54.31592761,11.99517899,25.19270302
35.61684011,5.5610065,57.24570452,12.98690847,27.52041078
31.32520524,9.000381481,52.83516953,11.27640706,22.18785058
27.58662679,6.257011628,58.31263161,14.95632893,26.45781732
28.39960936,6.878719443,59.00173956,11.24540025,24.15977355
25.38529618,7.243202002,53.99609363,13.46775811,22.53209937
21.00598163,9.496978668,62.54554888,12.30329386,22.94062014
26.35755486,5.338938566,52.15033418,12.97445692,26.25163427
33.32108524,5.816995758,60.02471999,12.37055666,26.36717734
20.90014344,5.678151799,68.98251289,13.12375347,23.90433363
29.6888638,5.035981323,66.43177587,14.53029054,22.55645314
21.42829676,8.404629658,64.93270669,11.84209815,23.06238899
32.32859279,5.923703726,55.42985321,11.72441877,22.39293497
30.47227393,6.388576922,60.30243843,13.38779962,24.15080111
35.40775781,7.48545793,63.49345378,12.17572649,27.74636982
27.30802332,9.295785394,69.78392895,11.35038392,22.99884945
25.57051302,7.087603381,65.45945616,12.59126652,26.18736229
33.14728233,9.21846675,58.37733085,14.43202094,25.59371624
35.05652028,7.533249916,59.0377514,12.64742058,22.03074129
21.71156957,9.03869747,51.0687582,11.50554003,23.03657033
30.20041505,8.209204382,66.17175817,14.26697684,27.20912198
33.05545213,9.2764214,57.57835627,14.42603931,25.69790643
27.9726249,6.170079653,52.30597858,11.26627491,22.48687094
30.9418012,7.458128605,54.00036622,14.85390881,24.53002411
21.87499619,8.17281106,63.1101413,13.58421674,22.63995178
33.04248177,8.08395642,67.73064364,11.45915189,26.18333384
20.66978973,6.560243538,64.45905942,14.00061129,23.16108585
32.80797754,5.627887814,53.19711905,12.78182409,26.72131413
32.60771508,5.807382427,68.12982574,14.5092938,25.60836512
32.23728141,5.253654592,56.12750633,13.25241951,24.10154424
27.75420392,5.815759758,55.02700888,12.83077578,22.58904691
24.00888089,8.611041597,55.81194494,13.92040864,25.93210547
27.25251015,7.977523118,52.51716666,11.43290597,26.36259957
24.72017579,6.280083621,60.68025758,13.78295328,24.06528825
35.55095065,5.938810389,64.97909482,12.37324229,23.85782342
29.3739433,6.693731498,64.8545793,14.77358409,25.12696615
22.4098941,7.694753868,59.52055422,13.78307535,24.33226417
35.93954283,7.767677847,64.8197882,13.94946226,23.81698965
22.47785882,6.949720756,54.49781793,12.38703665,24.64849696
25.86831263,5.565538499,58.3333842,14.69936308,25.53567003
36.02462844,8.890240181,69.41892758,13.58092074,24.01127049
21.03399762,9.175618763,54.78530229,13.40073946,24.3262215
36.69338054,5.964354381,53.62681967,12.78756157,23.69650258
34.77843562,7.148579363,69.84557634,11.36747429,23.02009033
25.46156194,5.738441115,60.25971252,11.5691406,22.6055269
35.73149815,7.907208472,69.92126225,14.65309702,22.59985046
34.04690695,5.737891781,53.8758507,13.79357372,25.10883816
31.97216712,7.028962065,66.23340556,14.81862941,22.87671438
31.34958953,6.674779504,57.38303781,11.53447157,26.37743156
27.94927824,8.823358867,66.60145878,14.62184606,26.39665822
20.87627796,6.939558092,58.94192328,13.83251534,24.97187109
31.64998321,9.19553209,67.94183172,12.24945921,23.75839412
21.95437483,6.494598224,54.85732597,14.45057619,27.62826319
34.79088717,5.005081332,66.41956847,12.69258797,25.02991729
34.66740928,5.6748558,62.64870144,13.82726615,27.69198584
27.48390149,7.03500473,67.68974883,13.65086917,26.40654622
29.38431959,5.676366466,61.95715201,14.06628712,27.25508286
31.06164739,5.846797082,69.25656911,14.45643574,27.44881436
31.11249123,6.520004883,52.23944823,14.49232551,22.50261849
27.55757317,7.791711173,53.0896939,14.42054598,23.87723319
21.39249855,7.319971313,57.80480361,13.56505112,22.81775262
26.98220771,6.305627613,61.85460982,12.23236885,23.78402966
26.60710471,5.085421308,65.15060884,11.26126988,27.57772454
20.01297037,8.939405499,68.84151738,13.07907437,22.9532548
32.06814783,5.338389233,67.30155339,12.91793664,23.05799432
35.24485,9.386700034,62.5327311,13.5073101,23.54543596
20.70506912,8.872386853,57.37632374,13.47398389,24.18687399
20.80623798,8.173772393,64.11053804,12.21186041,23.4253151
29.19080172,6.796044801,61.46763512,14.55910001,26.80169988
29.06836146,9.191824091,52.64595477,14.4115125,26.66033815
30.57032991,5.439329203,51.57597583,12.44392315,26.33293558
23.48072756,9.475280007,60.7412946,12.76217017,22.93274636
24.53340251,7.532837916,55.33280435,13.00387677,27.18769799
21.41843928,6.109790338,55.44328135,13.36033296,26.53820307
33.94885098,5.14474929,63.01614429,13.03622639,24.30571306
36.36704611,7.945661794,67.90276803,13.80126438,22.05051729
23.89474166,8.964812159,66.4763329,12.04022431,27.15876644
30.03698843,6.476882229,52.92001099,13.98474166,27.35103305
33.70397046,8.978270821,51.49906919,13.37620258,23.59212928
27.10672323,5.873302408,58.81130406,11.90032746,25.30934477
34.1408124,8.702642903,67.366863,11.11331614,25.1493057
24.44260994,6.283242286,61.31138035,12.47480789,24.71569872
23.43714713,6.250556963,57.39402448,11.31681356,25.57906735
27.9233375,6.728751488,55.14786218,12.22821833,24.83655202
30.03283792,7.877681814,54.61317789,12.53108402,22.91223792
27.56120487,5.758079775,55.8394116,14.46351604,21.96591998
33.22614216,5.654667806,69.88708151,14.28968261,27.48671834
34.52317881,8.043168432,54.79384747,13.5012064,22.30687277
30.13815729,8.317011017,68.25495163,11.11478103,26.41936399
26.13705863,9.407162694,65.3459273,12.573932,25.20240791
35.01293985,6.463835566,65.58702353,11.16129124,25.96946013
20.05240028,7.375041963,68.51313822,14.90957457,27.88791467
31.58357494,6.457243568,64.21063875,13.92138524,25.77206641
32.58281198,8.832422864,67.4303415,13.75597491,23.30629292
22.6786401,7.884685812,65.61265908,14.725609,23.82358165
20.01141392,6.316614277,61.2039552,11.14481124,25.86984771
20.94891202,6.638935514,53.02682577,11.65825465,27.06354869
20.42646565,6.413296915,64.7215186,11.53605853,22.10691549
29.32621235,8.327311014,69.27182836,13.45078982,24.23649709
31.52183599,8.742606891,63.35062716,11.65495865,25.66641133
32.07696768,6.670934172,68.03277688,13.42198035,26.12602008
25.01382488,5.174962615,52.90963469,12.3078106,24.88782311
22.80834376,7.111774041,52.47566149,13.11191229,24.01694693
22.86852626,7.255836665,68.28547014,14.24988647,25.87387616
26.07843257,5.305566576,56.03289895,14.37867458,27.10291757
29.61052278,9.424466689,61.15634632,14.78481491,22.42058473
20.03216651,5.373271889,68.99838252,14.92983886,26.24321116
34.71514023,8.033005768,60.90670492,13.18356975,22.07688528
23.31626331,7.016876736,53.67259743,12.01751854,25.78250374
30.57551805,6.480178228,55.5159154,11.74321818,22.71429487
21.06927702,5.184163945,62.71645253,14.84243385,23.76663411
22.89291055,7.021134068,53.46079897,11.83892422,24.08707846
24.65117344,6.219794305,62.58156072,12.59846889,24.63146764
20.75539415,5.576250496,65.99047823,13.17954131,27.66561785
35.60438856,8.157017731,68.95016327,14.53529557,22.00858486
36.1859798,8.192175054,54.02050844,12.13800562,27.30360729
32.72548601,7.323404645,66.44032105,11.41972198,23.46321909
29.75008393,5.265465255,67.83623768,12.00506699,22.80072329
23.75154881,8.044267098,53.02804651,12.8537257,22.48760338
21.99795526,5.803399762,63.28714866,14.80434675,23.88107852
33.5711539,8.75675222,63.08084353,12.53181646,22.68353221
28.21750542,5.902966399,57.76268807,11.40678213,25.29341411
23.77541429,5.601931822,64.21063875,12.22382366,23.51394086
23.32975249,7.873149815,65.33005768,14.60133763,22.3951323
28.32126835,7.359797967,54.75295267,11.52067721,25.0449324
21.86461989,6.036866359,55.63127537,14.99588092,22.44750206
33.73665578,8.730246895,53.07809687,12.70479537,25.49062471
25.95080416,9.318033387,67.90643025,12.67330027,23.69100925
26.30567339,5.279747917,69.68077639,14.98709159,24.85138401
23.28513443,9.283700064,52.29071932,14.87026673,25.83340861
21.60676901,5.658375805,50.53224281,12.30048616,25.25679189
32.18955046,5.46130253,57.97021393,14.11194281,23.60183416
21.31156346,8.2608417,58.0281991,12.34540941,24.55089877
23.29862362,7.517868587,54.16943876,14.71767418,25.26283456
21.87395856,9.190588092,56.51814325,14.15357006,22.91113926
28.23618274,8.361232337,68.00225837,12.87447829,26.22782983
32.29642628,6.472212897,55.4115421,13.56944578,25.65066378
23.9492172,7.452635273,65.24887844,15.0810886,25.79165929
30.17654958,6.774208808,56.59810175,11.24625477,25.55526292
30.37577441,8.162923063,58.7838374,12.17938871,24.46007569
26.31968139,7.762184515,57.06991791,12.50581469,27.89468978
33.81603442,7.940305795,57.04916532,13.91393872,23.93729362
27.98870815,8.911664174,54.50392163,13.23618366,23.38924223
30.04321421,8.429898984,54.24817652,14.50257973,27.43837703
25.99490341,6.478667562,55.82659383,13.38523606,25.63986023
36.79766228,8.571352275,67.24356822,13.54954772,22.29863277
35.89855647,8.177343059,58.78933073,14.04699942,24.60363475
23.121189,5.654255806,54.01806696,13.30027253,25.62978912
32.22742393,7.249931333,66.96462905,12.15277657,23.3705649
22.01974548,6.397915586,57.5307474,11.20914426,22.7661153
34.50502029,5.356379894,51.70842616,12.84481429,22.49932249
28.37885678,5.902417066,59.26725059,12.58443037,27.21644642
30.52259896,9.360881375,53.14035463,14.24402692,23.28541826
35.03265481,7.363368633,51.39347514,12.17462783,25.50820338
25.46104312,9.472533341,58.44935453,15.02053987,23.27662893
25.45689261,7.295937986,57.53013703,14.47352611,26.47887509
34.65288247,8.121723075,52.46589557,12.43037294,24.89734489
31.93792535,9.262413404,62.36243782,14.74990173,21.92362133
20.70506912,6.21663564,64.83870968,13.8054149,25.93009125
23.30951872,5.283593249,62.07800531,12.84518052,25.86362194
27.95446638,8.864421522,62.8727073,14.36207251,25.58108158
23.62028871,5.311746574,53.41013825,14.13562517,26.7456679
28.39701529,8.548417615,61.65196692,11.14529954,22.68408155
36.50972015,7.906933805,51.490524,13.21616352,26.42064577
28.04422132,6.460402234,65.89342936,11.42826716,26.00956145
36.7276223,5.661397137,58.11059908,14.34510422,23.48592486
27.60634175,8.47769097,63.65092929,14.45655782,25.41335185
27.31839961,5.510605182,65.05233924,12.97274789,24.30076907
33.23081149,6.999710074,62.98501541,14.56569201,23.41286355
21.55540635,8.918805506,64.17218543,11.28153417,24.40642415
34.27103488,6.799615467,61.46580401,11.8893408,24.47564013
32.93093661,8.103869747,59.5864742,14.07873867,23.99845271
25.40501114,8.520950957,67.51274148,12.63496902,26.59972839
32.50706503,6.520828883,69.98535112,12.10712088,23.2050325
29.46369823,7.29442732,54.46546831,14.72658559,23.40480667
25.79931028,9.322840052,63.36710715,14.38416791,22.02817774
25.69191565,8.434430982,65.5241554,14.99429395,27.67788629
29.25876644,6.027527696,54.80239265,14.02319498,23.60458083
22.49861141,8.158391064,62.71828364,13.53685202,25.89493393
32.44688253,8.200140385,52.72225105,13.66124546,25.72262642
20.64073611,8.528366955,68.43623157,13.89135502,24.41081881
32.31562243,7.66687521,53.17026276,11.59209052,24.03159581
36.90194403,7.682119205,66.18579669,12.71285226,22.51323893
24.66725669,6.192327647,66.95852535,12.49128788,24.83765069
27.23953978,8.697973571,50.76235237,12.30292764,22.1501297
32.09356975,5.70781579,54.25183874,11.72222144,27.57113254
36.7878048,7.44164861,69.26450392,14.01696921,27.58523209
23.53209021,7.169591357,67.22830897,12.12872799,22.65569933
29.53114414,5.289635914,56.00604266,12.84286111,25.278399
28.1920835,7.492736595,56.65120396,13.44090182,23.38869289
23.66438795,7.517456587,58.8082522,13.75902676,27.68008362
32.09564501,5.319711905,54.97268593,13.46617115,26.27177648
21.11804559,7.699560533,63.83770257,13.36643666,25.10004883
23.01327555,6.702520829,59.373455,11.58330119,26.80224921
32.20303964,8.508178961,53.74828333,12.23249092,24.14365978
33.21420942,6.671620838,55.55681021,11.22660085,24.74902493
22.3284402,8.117603076,61.69042024,12.89401013,24.1224189
23.38370922,7.187444685,59.54252754,13.51915128,22.19535813
33.99865719,5.852977081,54.44288461,12.03351024,25.10883816
25.38270211,6.189168981,62.72194586,13.50669973,22.83606372
34.33069857,8.058275094,53.89355144,13.48155248,25.65835444
27.33136998,6.937772759,57.50022889,12.04352031,21.95786309
21.85943175,9.230002747,69.87487411,11.88714347,25.4258034
26.9962157,6.639484848,69.49034089,14.79665609,26.9278634
36.97976623,5.066881314,51.47038179,13.66014679,22.69049043
32.6793115,7.026078066,59.91546373,11.55803186,25.64022645
28.65382855,5.044495987,50.82766198,12.60750237,21.94577776
21.93777276,5.688726463,61.134373,12.60213111,26.96027406
26.66780602,7.245262001,55.72222053,15.07095645,22.93622547
27.61152989,9.095278787,61.52439955,14.66396161,26.51073641
30.23880734,7.275200659,67.16788232,13.81420423,24.60052187
31.90887173,5.929471725,55.84246345,11.79216987,26.92768029
30.97396771,5.983169042,58.73134556,13.92138524,24.04844203
33.86272774,7.724143193,56.1281167,14.29578631,23.70382702
30.51429792,6.690435499,57.34275338,14.03320505,26.70886258
33.39475692,5.790902432,68.70967742,14.79909757,23.70748924
28.37366863,6.039613025,53.90087588,14.88552599,23.89078341
26.6916715,8.746589557,57.47520371,14.51930387,25.14381237
23.12689596,8.704016236,68.24213385,12.80428571,26.9544145
23.68565935,8.035752434,64.66353343,13.79442824,22.88074282
32.81679739,7.3640553,59.65544603,15.07559526,27.82400891
23.29758599,7.852824488,60.65157018,13.11691733,23.43373821
25.85119175,5.883190405,53.52671896,11.42191931,24.46703391
21.84957427,8.298059023,55.97186193,14.96694937,27.2375042
33.42692343,6.295190283,69.43723869,11.70806085,23.94278695
27.82683798,5.55098117,64.59944456,13.08932859,25.89914548
35.18726157,7.876583148,68.56563005,14.93398938,25.44704428
20.06588946,9.363765374,69.93957335,15.02713187,26.6513657
32.12625507,5.033097324,51.10904263,13.0911597,26.19798273
22.63557848,6.317987609,66.40003662,12.19391552,24.96674398
29.20169683,6.274727622,50.09277627,12.02215735,24.77099826
28.2273629,5.647526475,62.42286447,12.06305216,27.01539048
22.45139927,7.020584735,68.90621662,14.55629231,24.34380016
33.95870846,6.015167699,67.93450728,13.6492822,26.07639698
36.14551225,6.173650319,58.72463149,11.39298776,25.01471908
23.2166509,6.069139683,62.79763176,14.87319651,26.92145451
33.35480819,5.126621296,51.03762932,14.96084567,24.64684896
36.64461196,5.401013215,65.55528428,11.12723258,25.30256966
22.87319559,6.452162236,52.44392224,11.29777001,26.33220313
30.76384777,8.282403027,65.99169897,12.89950346,27.77456893
30.25540941,7.772759178,56.0933256,11.38578539,26.29374981
32.10913419,8.814981536,63.38969085,11.16031465,23.88162786
28.60921049,6.53071688,69.19370098,12.81380749,25.62631001
32.2865688,5.958586383,57.21152379,14.88943236,22.0274453
35.14056825,6.391735588,61.35227515,11.65410413,27.43563036
30.16824854,5.362422559,60.89999084,14.08667348,25.82773217
26.07220679,7.128391369,66.68996246,13.50608936,24.45238502
26.62526322,5.081575976,64.99435408,14.40723991,27.22578509
36.98495437,5.860667745,66.13513596,14.2934669,25.80722373
30.90185247,8.68039491,55.32609027,12.66036042,27.82510758
20.509476,6.28214362,57.59544664,12.09820948,24.08707846
24.07943968,9.451658681,68.20001831,14.32300882,26.54589373
20.27445296,7.797891171,53.3210242,11.57060549,23.85800653
26.20813623,8.607882931,69.6417127,13.45066774,25.5880398
21.65813166,7.64352855,68.16034425,12.77572039,25.20423902
30.64400159,5.355693228,52.58003479,12.40290628,27.51986145
22.91470077,5.364207892,62.15552232,13.22006989,27.33144017
32.2051149,5.343333232,66.63136692,12.15448561,27.86978668
25.16791284,6.320734275,58.47010712,11.74651418,22.59362468
20.85915708,9.106540117,62.53334147,12.12640858,27.62881252
24.30408643,5.461165197,55.4628132,14.49354625,23.23121738
36.12994781,6.41604358,59.74150822,11.94854671,24.31340373
29.5228431,5.279061251,52.42072817,14.68544664,24.35973083
25.18036439,9.401806696,63.68999298,12.85409192,26.45708487
33.85650197,6.463423566,54.4123661,14.15418043,22.11314127
21.90197455,8.547044282,61.29856258,12.00579943,24.32988372
20.98419141,5.06756798,55.54033021,11.68523301,26.03885922
24.26932585,7.708212531,61.93578906,11.4731904,23.09022187
27.75109104,5.880031739,63.9353618,14.04223853,24.63641163
25.99542222,6.731223487,58.74538408,11.30008942,23.1900174
20.59248634,6.385555589,68.79207739,14.34168615,23.0708121
31.11404767,6.623691519,54.50697348,13.64452132,24.44908902
36.19272439,6.581255531,61.93639943,13.83459059,27.31605884
30.78563799,7.617847224,59.50590533,14.82595386,24.51976989
23.75621815,8.756202887,56.47541734,13.59520341,22.06571551
36.38935514,5.418729209,58.78627888,14.77431654,27.24244819
28.96096683,5.984679708,55.42313913,12.6256914,23.41103244
21.02050844,8.515045625,55.10818812,11.3561214,23.38466445
28.45979186,8.821710868,56.36005737,14.95657308,26.2985107
27.95446638,5.713583789,54.40992462,12.84017548,23.22975249
20.53749199,8.839014863,56.66768395,14.9536433,23.8873043
27.57728813,9.100772118,65.19272439,13.86547533,25.15186926
33.62147893,8.526856288,50.15991699,13.73961699,27.87363201
31.90627766,5.490142521,64.32721946,13.19223701,26.48052309
25.57725761,7.497817927,62.53578295,12.89571917,24.39177526
25.1559801,8.163609729,52.02337718,11.74004425,22.3173101
33.63496811,5.205450606,62.49732963,14.92678701,23.99314249
29.08081301,6.895886105,50.42603839,11.45512345,22.31547899
31.02429273,6.323068941,50.10254219,13.86059236,27.17579577
35.07208472,7.456205939,66.13940855,13.90502731,22.48503983
26.62059389,5.335917234,66.45619068,12.29267342,23.77084567
34.41941588,7.039399396,69.36033204,14.6583462,22.62017579
23.63689077,7.108752709,51.68950468,13.69969878,25.90592059
27.7957091,6.485396893,53.75255593,11.98724418,25.6858211
28.42503128,6.980620746,63.87310404,11.41081057,27.02363048
23.10406812,6.233664968,64.18622394,14.71645344,25.21705679
35.21268349,5.166035951,62.43018891,12.76448958,26.29814447
27.4065981,5.82001709,66.54469436,14.64552843,26.22361827
24.89086581,6.176534318,58.47010712,11.16715079,25.48183538
24.86284982,7.387127293,57.45506149,14.38721976,25.98264412
23.29239784,7.460051271,63.50627155,14.53407483,22.51397137
29.60689108,7.242927335,64.45234535,14.18677419,27.2375042
24.43949705,8.291329691,69.97314371,12.40766717,25.85702994
36.35822626,9.498626667,61.37302774,11.83025697,25.39961852
25.62395093,5.43877987,54.17310099,12.43745323,26.25676138
33.45753349,5.825785089,52.10333567,12.59895718,23.16474807
24.48411512,5.110827967,67.32047487,12.34272378,25.19947813
22.05813776,9.457152013,50.65065462,11.89288095,22.22978301
32.16309091,8.445829646,55.69658498,12.49726951,26.50213019
36.49000519,7.255699332,59.49980163,12.1211594,22.29442122
36.71880245,6.673268838,69.11252174,13.33494156,21.98862575
27.50776696,6.101275674,53.68175298,14.24744499,25.99436323
29.90313425,7.355265969,60.33051546,13.41758568,24.80652181
21.35514389,6.989547411,67.58659627,13.47898892,22.59820246
35.80413221,7.616748558,69.39939573,12.69417493,23.39107334
29.38950774,7.23976867,67.65923032,14.50453291,26.95203406
21.30326243,5.823038423,68.45637379,11.74297403,24.12370067
21.65709403,5.066469314,69.32737205,14.90798761,25.02588885
27.48545793,8.55487228,56.95394757,14.10644948,24.12205267
22.29367962,6.58702353,53.26609088,12.42903012,27.2591113
29.60325938,6.790688803,67.01590014,13.71239448,26.07291787
23.13415937,6.656376843,66.9164098,11.09158696,27.45394147
32.6756798,8.245735038,66.14185003,11.31925504,25.35310831
34.60359508,7.817529832,54.56434828,11.3815128,24.00248115
27.80349132,6.13615833,52.35358745,13.43321116,22.59197668
25.84340953,5.669911802,55.74358348,13.13901273,23.47219153
30.52726829,6.071611682,67.52128666,12.71102115,27.09760735
29.38950774,8.690969573,59.69573046,11.11197333,23.78933988
25.59437849,7.110950041,50.5999939,15.00149632,24.91730399
23.49940489,5.011535997,55.74602496,12.72554796,27.20051576
31.03622547,7.093096713,56.2898648,13.3671691,26.51531419
28.73683889,8.952314829,68.03399762,14.02978698,27.58431654
30.01156652,8.45269631,58.72157964,14.19116886,25.82223884
