Temp,Ph,N,P,K
12.10538041,6.900646992,57.80083621,26.90389721,136.3467818
12.51216163,6.921430097,41.25980407,28.53480636,141.4217048
14.80388806,6.590212714,57.28324229,21.2509537,148.9104892
12.98934904,6.792214728,45.8211005,29.8995941,142.0557268
14.96301157,6.855388043,52.95266579,29.69115268,142.0282601
12.81722465,7.275109104,55.61510056,29.72289193,147.6557207
14.33182775,6.838267159,58.57600635,26.55873287,140.3230384
12.84734642,7.232322153,57.50114444,24.80269784,137.620777
14.74868007,6.648472549,45.34318064,20.17731254,140.4841762
13.3248085,6.557679983,53.85113071,29.64537492,138.1531724
13.38541826,6.999160741,44.55458235,21.72765282,147.2785119
13.44813379,6.741279336,56.75954466,27.24021119,148.2746361
12.19052705,7.09398175,58.20612201,20.77028718,143.370922
12.6781518,7.462187567,56.67226173,28.93704031,146.7429121
12.05154576,7.088152715,51.90710166,26.28437147,139.4047365
12.97982727,7.490600299,47.14133122,29.34110538,149.2991424
12.87838374,6.525666066,50.09308145,27.95678579,144.8358104
13.14682455,6.942732017,50.84810938,24.51033052,138.485519
13.90646077,6.876171148,43.0262154,25.37522507,146.4925077
13.06094546,6.767586291,43.34849086,23.014008,148.8885159
12.41492965,6.781136509,41.25125889,28.96328623,135.1007111
13.04721213,6.887554552,52.60597552,20.82125309,135.8120975
13.12659078,6.995834223,48.34376049,22.21930601,144.4732505
14.28220466,7.282433546,46.75496689,23.84075442,142.0873135
13.16641743,7.406369213,59.55748161,26.32984405,143.0161443
12.36576434,7.129932554,52.30994598,27.40470595,137.7265236
13.99700919,7.033860286,44.78469192,21.75359355,142.1701712
13.55800043,6.515594958,52.5327311,21.3922544,137.4147771
14.58223212,6.737403485,51.65318766,23.2023072,135.5580309
13.67574084,6.828073977,43.55540635,24.24054689,138.1879635
13.5335551,6.515991699,40.98513749,20.77791681,135.5360576
13.13299966,7.388332774,56.49830622,20.03723258,146.0219123
13.55104221,7.01536607,54.90524003,27.16299936,149.7431867
13.9434492,6.745582446,49.80315561,21.51860103,137.2508927
14.44032105,7.19103061,49.89654225,24.92172002,143.6062197
13.58629109,7.035691397,59.81139561,29.30051576,135.7155065
13.76299326,7.190603351,55.80187384,25.40574358,139.9156163
14.31681265,7.463499863,51.67455061,25.35538804,136.064333
14.11868648,6.519440291,59.38840907,27.73522141,142.8701132
12.67723624,6.965376751,59.65453047,27.83104953,139.7087008
14.54661702,6.572756127,50.42573321,29.07589953,140.8948027
13.4897,7.055162206,48.04040651,26.03259377,144.3235572
12.94924772,6.773781549,41.48991363,22.22510453,144.2988372
12.37766655,7.381740776,44.00585955,20.05218665,147.4185919
14.14844203,6.982894375,52.62062441,29.57731864,139.9288919
14.73705252,7.255455184,54.02081362,20.31800287,146.2645344
14.56254769,6.656376843,50.89327677,20.14221625,139.7325053
13.93209632,6.957472457,58.65047151,29.54466384,147.1819208
12.92617573,6.563417463,45.47807245,24.66933195,137.9462569
12.2120426,6.654942473,49.02249214,24.43220313,143.7989441
13.31940672,6.841074862,53.32865383,29.3365276,146.8523209
12.29187902,6.833811457,44.52833644,28.23236793,143.2079531
12.42106388,6.902966399,41.76824244,27.15872677,138.0561235
13.60322886,6.951368755,57.94671468,29.2178106,147.8804895
13.71968749,7.344782861,54.45722831,24.4901883,139.455092
14.76671651,7.130359813,53.57341227,25.43229469,141.6309091
13.78093814,6.631504257,48.9455855,24.00158696,136.7757195
13.73982971,6.788247322,58.67793817,24.0827662,146.6962188
13.95608386,7.135608997,49.89165929,21.54332102,137.252266
14.23450423,6.745887631,41.14261299,25.82873012,137.993408
14.50129704,7.142872402,44.34156316,28.63093966,140.9529405
12.24445326,7.213309122,58.99288919,21.27475814,146.7818232
13.3340556,6.88349559,46.97714164,21.12338633,136.9057283
13.75841548,6.731788079,43.18247017,20.43671987,146.0100101
12.95327616,6.600009156,56.18884854,24.31440168,135.8473464
13.82314524,7.28685873,56.00451674,27.04824976,135.646382
14.77632984,7.259605701,58.95260475,21.28849147,143.5224464
14.94964446,7.018448439,56.2346263,29.61607715,149.95468
13.66814173,6.880138554,56.07776116,21.36539811,147.346263
14.28833888,6.871959593,41.27323222,21.28849147,137.0059816
13.12833033,6.690740684,42.12042604,24.90432447,149.3307291
12.92287973,6.776863918,48.42799158,22.19733268,140.5143895
12.84542375,6.615237892,58.49726859,26.01001007,143.7733085
12.9074984,7.137531663,44.70778527,22.1601001,147.2199164
12.48698386,6.975447859,56.65517136,21.95776238,138.7478256
12.18805506,7.196096683,59.57152013,29.78789636,146.4554277
14.05551317,6.984817042,53.05764946,23.72722556,145.2771081
12.17267373,6.805459761,40.37354656,27.33024079,139.0174566
12.26871548,6.667210913,41.65410321,22.12714011,146.568041
13.31968139,6.957899716,58.46613971,20.30823695,136.9391461
14.6032899,7.416501358,45.04470962,24.87746818,136.2433241
12.58265938,6.673284097,47.34763634,28.34070864,146.12125
14.23670156,6.631748405,45.09353923,27.91955321,148.4792627
14.7506943,7.190237129,55.57603687,29.83977783,141.8405713
12.5233314,6.851451155,49.91058077,25.42435987,148.7250893
14.53297525,7.443388165,48.73378704,29.68810083,149.8443556
14.20538957,6.684453871,59.27060762,23.68266854,140.6370739
12.5323954,7.179891354,59.17294839,26.82515946,149.9075289
13.67473373,6.730384228,57.34183782,20.56947539,142.3363445
13.90710166,7.389950255,41.9696646,29.17020173,141.2678915
12.64271981,6.713873714,42.39082003,20.81392865,142.5093844
12.40549944,6.626804407,53.08389538,27.70226142,147.1022675
13.90362255,7.356288339,50.516068,24.11023286,138.6008789
12.46290475,6.895458846,43.54319895,21.06540117,140.0904874
13.88650166,7.198110904,56.91457869,24.47035127,149.7061068
13.02468947,6.72031312,44.16211432,28.02331614,139.9769585
13.74358348,6.790597247,56.1876278,21.32938627,145.2024903
14.60713523,7.387325663,41.25370037,28.70906705,138.7363811
12.19446394,6.519775994,45.27420881,22.09295938,146.0264901
13.68160039,6.818887906,57.6146733,28.12372204,136.4209418
13.62135685,6.938947722,51.20761742,28.23664052,148.1217383
13.65239418,6.705847346,57.13187048,28.02331614,142.8243355
12.34873501,6.986220893,53.61552782,29.06491287,141.4271981
14.37018952,7.014694662,48.30042421,27.40684225,138.6214789
14.03765984,6.982222968,41.12430189,24.96658223,142.1221046
14.15109714,7.435850093,54.15204321,28.56837672,141.5869625
14.02978607,6.96089053,44.15601062,21.80669576,135.1405377
13.53639332,7.364314707,46.13544115,26.30268258,135.5882443
13.6908475,6.809884945,56.47450179,26.15253151,147.5527207
12.39817499,7.231650746,49.85747856,23.67625965,149.3366802
13.68187506,7.012466811,46.81356243,23.62865078,135.6559954
13.35831782,7.066393017,43.72142705,29.96490371,135.0837733
12.01300089,6.61139256,42.3914304,26.08325449,138.9391766
14.69869076,6.667912839,50.0265511,26.2285226,136.564684
13.08740501,7.487762078,50.71016572,23.64574114,136.7871639
13.8987701,7.36834315,44.32691427,22.77047029,147.2959075
12.08670309,7.282158879,47.1663564,21.4578692,148.3314005
12.49128697,6.64700766,45.49882504,21.63945433,141.7810602
13.36848048,7.414548173,46.18732261,24.07635731,136.5395062
14.97482223,7.482055116,58.34406568,27.67998291,145.1081881
12.41190832,6.799844356,45.37430952,29.55229347,138.8714255
14.92501602,6.894238105,45.29557176,24.61165197,142.6718955
13.63518174,7.140949736,57.95220801,26.22791223,143.0028687
13.08740501,7.291375469,46.34784997,29.52574236,138.3028657
13.49015778,7.228415784,41.19632557,24.60493789,136.5623951
12.97836238,6.572054201,49.14761803,21.22165593,142.6833399
13.99911496,6.617282632,59.98168889,20.48860134,148.9800714
12.25663015,7.13145848,56.88406018,26.28620258,146.5446944
12.69701224,6.504333628,47.56309702,20.24201178,140.6910916
14.71993164,6.545197913,52.56935331,22.90047914,141.616718
12.17120884,6.726722007,52.81350139,20.63753166,139.5782342
12.10336619,7.421597949,57.10257271,27.41416669,148.4838404
13.40958892,6.663151952,46.74275948,20.74800867,135.8885464
13.79860836,7.326746422,47.59361553,23.87157811,146.3290811
14.36185797,6.571108127,53.8370922,27.77764214,144.4759972
13.02349925,7.433011872,44.37391278,23.27585681,136.8311106
12.85934019,6.661229286,48.00134281,28.99502548,146.28605
12.76219977,7.2375103,52.29407636,28.60866115,145.1397748
13.70220038,7.117969298,41.2244026,24.21613208,144.0864284
13.79815058,6.972548601,57.00491348,24.76516007,146.741081
12.67723624,7.449644459,47.95434431,23.84746849,144.7383038
14.29511399,6.809610279,52.22266305,20.87313456,142.0250557
13.90710166,7.115253151,42.11676382,22.59773553,141.3374737
14.48225349,7.263664663,52.17688528,27.15933714,147.3471786
13.60240486,7.456114383,49.24222541,24.85152745,147.591174
14.96905423,6.965254677,46.88924833,20.90121158,144.2109439
12.39506211,6.679754021,45.69048128,20.5999939,148.2842494
14.91677602,6.805856502,49.24466689,27.27134007,143.8003174
14.32010865,7.131763665,43.15012055,27.02017273,142.9442732
13.60222175,7.002059999,44.4001587,22.29132969,139.2367321
14.58781701,7.465910825,51.736198,26.51387066,144.274575
12.70754112,7.494109928,46.50105289,27.97051912,139.6441542
14.9005707,6.718115787,51.79906613,23.52946562,137.898648
14.81954405,6.916608173,57.39127781,25.16647847,135.1052889
14.60484634,6.820352794,55.36790063,26.00970489,144.8889126
12.01528977,6.778908658,49.55351421,29.12289804,141.8790246
14.80562761,6.891399884,55.52781762,29.1399884,137.7411725
12.90676595,7.096881008,43.36741234,27.1663564,149.598529
14.07409894,6.829752495,58.48933378,25.41215247,138.3637501
13.99829096,7.14906766,59.41831721,29.02615436,143.5535752
14.93261513,7.439756462,41.10110782,22.14819788,147.5431074
14.55476547,6.915112766,42.59224219,28.83388775,147.3531297
14.27652821,6.666814173,48.64467299,21.78838466,148.7328715
12.25470748,6.71744438,58.47163305,25.39017914,146.2292856
13.66356395,6.630161443,56.36097293,27.69127476,144.1376995
13.58491775,7.252403333,56.62953581,24.95956297,140.8014161
14.34299753,7.142017884,55.87694937,25.1658681,137.3863948
12.10647908,7.192220832,42.37556078,29.93408002,142.1637623
12.39020966,7.421109653,46.94418165,20.20691549,138.9542833
12.25141148,7.48608356,40.68239387,28.44538713,138.5587634
13.72289193,6.865947447,48.21802423,23.19254128,137.2875149
13.06799524,7.013290811,56.10827967,25.65660573,148.5534227
14.48142949,7.176686911,40.70497757,27.86980804,144.6600238
14.21372112,6.971266823,52.84524064,28.2494583,142.3555712
12.64326914,6.929883724,56.4372692,23.54899747,136.544084
12.3444319,6.936597797,42.21442305,20.84841456,138.6782434
12.1622364,7.039658803,55.44602802,26.81020539,136.0977508
14.7714774,6.54791406,53.38908048,27.97631764,146.1084323
14.77651296,6.50982696,48.67275002,24.42945647,135.5703909
13.70357372,6.84684286,59.41526536,28.90133366,142.2997223
14.27570421,6.618320261,55.60228278,27.93328654,148.4751427
12.45814386,7.104388562,57.21976379,26.67531358,143.2253487
13.83568834,7.30077517,45.57084872,28.39991455,149.5495468
12.56379894,7.079607532,59.68565935,27.98150578,135.1451155
13.39219337,7.144611957,53.49589526,24.14471877,138.2790613
13.58574175,6.728827784,52.61635182,28.40510269,140.7359539
13.31711783,7.186971648,56.55873287,29.94750816,145.417188
13.64296396,7.03501999,41.94463942,29.63194678,139.8304697
14.23844111,6.758522294,40.78066347,20.80385754,139.8858608
14.83291116,7.479918821,49.39298685,22.13385418,141.3415937
13.10718101,7.055467391,47.87133396,22.0352794,135.0883511
13.01168859,7.363185522,50.46174505,20.35737175,143.0623798
12.91280862,7.076525163,45.71306497,27.20664083,148.3291116
13.4738609,7.307824946,49.58952605,28.53328043,136.978515
12.17413862,7.157704398,42.96761986,21.97332682,144.1376995
12.89413129,6.503601184,56.12109745,25.26688437,146.4622944
12.85741752,6.698644978,41.86162908,21.92022462,141.2019715
12.33829768,7.156971953,43.83373516,25.22537919,149.9899289
12.06143376,6.926648762,45.95049898,21.91625721,142.6631977
13.06131169,6.858958708,48.65871151,27.82280953,135.8578753
12.05401776,6.81183813,43.89538255,29.7769097,135.1602222
12.09796442,6.781411176,46.49128697,27.05618458,140.4969939
13.40400403,6.655186621,48.61659597,24.30433058,137.5415815
14.15924558,7.385158849,58.00347911,24.77034822,136.3856929
14.41340373,6.54504532,56.06006043,23.33841975,149.98764
14.97317423,7.304712058,52.72621845,22.94564653,146.0686056
14.18323313,6.941999573,51.7709891,27.55912961,137.8043458
12.81694998,6.878490555,52.84463027,20.3030488,138.246559
14.82705161,7.232413709,48.97488327,26.64876247,140.7043672
14.45240638,7.054918058,50.60579241,25.88396863,142.2759178
13.94225898,7.311243019,41.41850032,22.34321116,147.342143
14.87740715,6.741492965,54.55061495,28.53175451,135.4596088
13.84997101,7.241172521,50.38544877,24.08246101,145.6799524
13.12045656,6.706244087,51.36326182,27.63542589,140.2301096
14.67827387,6.912457656,50.46906949,23.70159001,136.6640217
13.59480575,6.508331553,54.56160161,28.31202124,137.4596393
14.4824366,6.519928587,45.4689169,22.10364086,141.2175359
13.18710898,7.258842738,50.95736564,24.71053194,144.6989349
13.63115329,6.706823939,46.56697287,29.39115574,147.9317606
13.14307077,6.911420026,53.38847011,29.50163274,140.8769494
12.02059999,6.524414808,52.35206153,26.74794763,135.5868709
12.80999176,6.887371441,46.03656117,27.1724601,143.8891263
14.68816187,7.045670949,56.68752098,29.71709342,139.9769585
14.27835932,6.770180364,49.33622242,24.70625935,146.3496811
13.44419691,6.675664541,48.43531602,24.63850826,142.965331
12.80788598,7.190359203,57.45170446,26.8346202,144.497055
14.62178411,7.048203986,49.10916471,29.18393506,147.535783
12.49897763,7.483397931,55.07675405,25.57237465,147.7074496
13.30951872,7.008438368,53.17484054,20.35187841,135.2591021
12.85439619,6.870708335,44.42579424,26.4189581,138.1110569
14.88061159,6.684087649,43.39915159,25.27695547,136.4021729
12.54860073,7.406186102,50.19989624,27.69707327,148.3721427
13.61806085,7.16481521,42.92306284,27.94183172,137.2801904
13.74980926,7.379634999,42.51655629,26.23035371,147.5728629
12.15161596,6.967482528,49.02798547,24.68276009,143.7385174
13.60368664,6.893139439,47.86950285,23.21207312,147.3178808
14.627369,7.389919736,43.47605823,29.43601794,143.2340464
13.86114078,6.554353465,48.49208045,29.9160741,149.374218
12.41337321,7.168416395,43.24045534,22.2666097,145.2391125
13.99023408,7.288811914,43.69945372,25.10574664,149.4396802
13.07504501,6.686010315,55.93005158,28.11975463,139.9980163
13.32691427,6.78131962,45.24246956,25.86687826,140.7002472
12.69692068,7.448423719,48.81740776,23.11319315,148.3877071
13.77471236,6.646305734,44.98733482,22.34687338,142.6636555
12.78279977,6.78070925,41.48930326,29.41587573,140.1573229
14.11914426,6.716040529,49.864803,25.82842494,147.2029786
13.27536851,6.825724052,42.3340556,22.94869839,148.5140538
13.07092502,7.456297494,48.41883602,29.87182226,141.6547136
12.11041597,7.066118351,40.84902493,27.17429121,135.2618488
14.5561388,7.090868862,58.02362133,27.2789697,140.0978118
13.49977111,6.877239296,53.56303598,27.25333415,146.8697165
14.4070864,7.16624958,44.37879574,22.49488815,135.4559465
12.22824793,7.164906766,53.76018555,28.18506424,142.2804956
13.36060671,6.641850032,47.73705252,21.14078188,138.6846522
12.00018311,7.082842494,46.62190619,24.37665944,137.4477371
14.99807733,6.772682882,55.98742637,26.81112094,143.9120151
13.6768395,7.279473251,54.42854091,22.72743919,148.7113559
12.85650197,6.685979797,55.69627979,21.38737144,136.8787194
12.47059542,7.218497269,43.5175634,22.97219764,141.7618336
12.26523637,7.266441847,50.98605304,20.14648885,145.2075259
12.18155461,6.980727561,48.34925382,23.96465957,144.3304239
12.39771722,7.380245369,49.25077059,28.10388501,144.853206
13.75685904,6.704626606,40.68849757,29.05911435,138.2964568
14.44828639,7.2129429,54.60249641,20.62349315,139.3818476
12.19318216,6.592471084,46.21906186,24.00036622,135.0352489
14.62379833,7.193105869,47.18283639,20.56978057,149.3760491
12.46555986,7.315698721,59.18210395,23.02224799,145.8626057
13.65211951,7.248374889,41.5131077,27.40043336,140.146794
12.12112796,6.827738273,40.53773614,29.40672018,146.7566454
14.63441877,6.620822779,52.39295633,21.92602313,148.9503159
14.81414228,7.15724662,59.0929899,21.87414167,142.5620289
12.17349773,6.773171178,55.03952147,25.15091403,149.8635823
12.72832423,6.83332316,40.53224281,24.03820917,144.9099704
12.67906735,6.678594317,49.62981048,21.97973571,142.3377178
13.93877987,7.317133091,58.88058107,27.07449568,139.5896786
14.45112461,6.624057741,51.68858913,21.84362316,135.0132756
14.65794855,7.298821986,51.02938932,21.94341868,147.3512986
14.45286416,7.198507645,51.38096255,29.72380749,136.5642262
13.38084048,7.096423231,50.19501328,23.23374126,136.5857418
12.4811243,7.005752739,59.17294839,23.88470107,147.0162053
14.55916013,6.786263619,50.89022492,28.18689535,141.305887
14.59376812,7.465422529,45.05081332,22.11828974,143.006531
13.96981719,7.226798303,48.83999145,28.00897244,142.7611621
12.04486221,7.463774529,46.03350932,27.6863918,140.7258827
13.78112125,6.936994537,56.65211951,20.39124729,142.2452467
14.47547838,7.222067934,44.55702383,20.71230201,137.6409192
14.82055116,6.980666524,52.48512223,28.49757378,140.5125584
13.58949553,7.179464095,50.98666341,21.72338023,145.4652547
13.10461745,6.71131016,46.97836238,28.81984924,140.1705985
12.88790551,6.574312571,59.46470534,22.65297403,149.0652181
14.66582232,6.579927976,45.76921903,24.45509201,145.7458724
13.10773034,7.368648335,50.12543107,28.1429487,145.9248634
13.47917112,7.317865535,53.56364635,27.80053102,136.2808618
14.70134587,6.828318125,44.77858821,27.65495773,135.3689688
13.24085208,6.809762871,43.40891751,23.63567003,136.6292306
14.85863826,7.064714499,50.09308145,27.98181097,147.7834407
14.23459578,6.988692892,54.10077212,26.31519517,135.4889065
14.10522782,6.790383618,44.53627125,27.48954741,143.4629353
13.93923765,7.244010743,51.93639943,29.57884457,139.9906919
13.27399518,7.068315683,45.3645436,29.06674398,145.3888058
13.73625904,7.256248665,52.95266579,20.55787835,147.7564318
12.51820429,6.5610065,52.30506302,29.55504013,141.9444868
12.45924253,6.987838374,40.70009461,27.14529862,142.0818201
13.89501633,7.343653676,47.74742882,20.64638203,136.342204
12.95254372,6.888439589,45.13260292,26.28162481,138.7157811
12.76155889,7.35442671,41.72063356,21.09103671,141.1122471
14.65959655,7.344447157,42.74544511,26.12323374,142.924131
14.68065432,6.643711661,46.24042482,23.83068331,140.3303629
14.90295114,7.1384167,49.24344615,23.73821223,147.5476852
13.58931242,7.374538408,50.19379254,25.60289315,141.2038026
14.34208197,7.311700797,56.20471816,28.21192053,140.962096
14.53324992,6.645237587,45.36393323,21.88604389,142.0484024
14.45524461,7.464842677,44.97268593,23.0344554,137.5841548
12.17001862,7.279198584,48.89919736,28.04986724,147.4662008
13.18143254,7.315271462,46.81722465,27.69585253,142.2319712
12.38544877,7.374568926,40.09521775,29.46287423,140.5615406
13.44236579,7.379116184,40.79714347,22.70516068,142.6036866
14.61436811,7.263023774,42.18634602,20.37141026,138.1394391
13.51982177,7.08415479,42.21076083,21.12521744,145.7756279
12.69023713,7.205679495,55.5302591,24.80727561,149.9441511
13.56532487,6.575991089,47.49656667,29.3243202,139.2898343
14.13937803,7.291100803,49.5229957,23.90514847,148.964507
12.24610126,7.07515183,58.56440931,26.31000702,139.5109409
12.6600238,7.212057863,49.39237648,24.02600177,138.5386212
13.05178991,7.003524888,43.1183813,20.96316416,148.8193915
14.96713157,6.514099551,53.10342723,20.26062807,135.2842799
13.47697378,7.352320933,50.27680288,25.94378491,148.2805872
14.0966216,7.15315714,45.52507096,21.46336253,141.6899625
13.54060488,7.028519547,45.01052889,22.30994598,148.0498672
13.54847865,7.39638966,44.25122837,27.21610157,135.3598132
13.25980407,7.327906125,43.27219459,26.17145299,143.2958464
14.15768914,6.876628925,56.47938475,25.25345622,145.279397
12.15802484,7.354365673,54.55305643,24.25946837,143.2779931
12.20673238,6.5880459,51.7300943,21.19327372,140.9726249
13.01644948,7.270775475,42.5592822,25.40665914,139.7004608
14.90157781,7.418393506,43.33201086,22.11249123,139.9206519
12.25736259,6.846720786,50.20355846,25.78966643,137.0339061
12.79580065,7.072649312,45.09475997,22.88064211,138.9176611
14.94515824,6.988509781,54.67635121,23.71929075,141.4615314
14.95623646,6.580507828,50.85482345,20.42970061,138.154088
12.78893399,6.92384106,54.496292,20.93539232,145.8781701
14.46467483,6.621372112,56.21082186,27.56035035,149.4799646
14.10010071,6.589968566,55.64134648,28.09961241,140.3180029
14.15375225,7.269585253,46.15619373,25.72405164,149.4753868
12.76915799,6.667455061,50.60151982,28.67336039,149.6777245
14.12353893,7.085161901,52.05481124,26.70644246,140.4873806
12.36878567,6.733741264,45.03799554,23.91430403,143.0001221
12.47636341,7.375423444,58.93368328,27.52433851,145.5577258
14.8194525,7.310785241,54.09283731,28.52748192,145.3233436
12.70571001,6.555940428,41.93792535,22.41523484,138.0314035
12.06289865,7.269493698,56.859035,27.86767174,148.4366894
13.15643788,7.472594378,51.43955809,21.7383343,145.5005036
13.24011963,7.259544664,55.51988281,29.71190527,140.3601184
13.81646168,6.928357799,52.26355785,21.23020112,142.4539933
14.34427931,6.677983947,47.7272866,22.77779473,139.1740165
14.27442244,7.12511063,56.31336406,27.57438887,138.4493545
13.59251686,7.302606281,59.44151128,26.61915952,139.4976653
14.8657796,6.892864772,51.94555498,28.92178106,140.6901761
13.20322275,7.216269417,53.132725,29.48118534,143.7215796
13.69835505,7.076097903,50.37629322,23.07290872,138.4347056
12.25360881,7.168202765,55.51622059,28.47224342,139.4688253
13.27655873,6.892162847,41.62419507,22.78908658,138.5624256
13.20844142,7.174062319,52.29590747,26.18121891,149.0432447
14.71004364,7.103289895,42.53852962,28.31781976,148.7717826
12.91546373,7.082293161,47.29758599,25.94347972,140.2099673
12.8628193,7.071306497,49.79277932,23.04513688,144.1198462
13.74742882,7.147907956,52.29285562,20.54750206,144.9145482
12.15866573,6.821878719,43.92773217,20.38117618,135.8610797
14.49607837,7.484801782,54.34430982,22.56477554,142.8275399
13.97201453,6.75348674,48.95596179,29.84130375,145.6158635
14.97482223,6.738929411,52.05908383,24.88448744,139.3653676
12.48954741,7.215994751,58.36848048,29.07498398,149.7436445
14.43107395,6.560579241,53.27677236,23.73241371,142.3162023
14.48399304,7.472472304,54.96383557,27.50267037,135.2188177
12.18988617,6.580935087,56.90786462,29.67680898,141.9234291
13.48786889,7.179738762,41.34098331,27.55973998,136.2382885
12.81530198,6.741096225,53.40678121,21.12063967,145.5087436
